,variant,respondent,task,taskText,time,rawPath,ease,lostness,note,success,issues
59,interactive,34,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",50.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [FAQ] > PROFILE/RETURS : [FAQ] > PROFILE/REFUNDS : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,5,2,,1,
63,interactive,37,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,59.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,7,1,"No issues, easy to navigate",1,ok
64,interactive,37,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,116.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [cart-icon] > CART > CART > CART : [Login] > LOGIN > HOME > CART > WISHLIST > TSHIRTS > TSHIRTS > TSHIRT > CART > BILLING > PAYMENT > SUMMARY > THANKS,5,2,Didn't log in whilst adding item to wishlist so it wasn't saved when logged in. Had to re add to basket,1,cart-removed
65,interactive,37,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",94.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [FAQ] > PROFILE/REFUNDS : [ Action outside hotspots ] > PROFILE/REFUNDS : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES > PROFILE/OVERVIEW : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,5,2,Seemed easy enough to me to navigate!,1,ok
66,interactive,38,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,114.0,BEGIN-1 > HOME > TSHIRT-PLACEHOLDER > HOME > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,6,3,,1,
67,interactive,38,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,132.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [cart-icon] > CART > CART : [Sign up] > REGISTER > HOME > CART > WISHLIST > TSHIRTS > TSHIRT > CART > BILLING > PAYMENT > SUMMARY > THANKS,3,2,It emptied my basket when I had to sign up for an account,1,cart-removed
68,interactive,38,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",180.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [FAQ] > PROFILE/RETURS : [FAQ] > PROFILE/REFUNDS : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [FAQ] > PROFILE/REFUNDS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS : [FAQ] > PROFILE/FAQ : [Support] > PROFILE/SUPPORT : [Overview] > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [FAQ] > PROFILE/FAQ : [ Action outside hotspots ] > PROFILE/FAQ : [Previous purchases] > PROFILE/PURCHASES : [Pexels Photo by Anna Nekrashevich] > TSHIRT > PROFILE/OVERVIEW : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,2,3,,1,
69,interactive,40,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,116.0,BEGIN-1 > HOME > TSHIRTS : [SEARCH] > SEARCH-POPUP : [ Action outside hotspots ] > TSHIRT-PLACEHOLDER : [SEARCH] > SEARCH-POPUP : [ITEM] > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,5,3,no issues,1,ok
70,interactive,40,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,48.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [cart-icon] > CART > CART : [Sign up] > REGISTER : [cart-icon] > CART,3,3,i don't have an account,0,sign-up-need
71,interactive,40,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",43.0,BEGIN-3 > HOME : [SEARCH] > SEARCH-POPUP : [ Action outside hotspots ] > BEGIN-1 > HOME,1,3,the link for returns at the bottom of the page did not work,0,return-policy
72,interactive,41,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,196.0,BEGIN-1 > HOME > TSHIRTS : [BANNER_IMAGE] > SALES : [BANNER_IMAGE] > SALES-2 : [BANNER_IMAGE] > SALES : [BANNER_IMAGE] > SALES-2 > TSHIRTS : [SEARCH] > SEARCH-POPUP > SEARCH : [SEARCH] > SEARCH-POPUP > SEARCH : [SEARCH] > SEARCH-POPUP : [ITEM] > TSHIRT-PLACEHOLDER > SEARCH > TSHIRTS,1,4,The page wasn't scrollable so even though I clicked in the right places I couldn't actually see any T shirts to choose from,0,
73,interactive,41,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,43.0,BEGIN-2 > HOME : [star-icon] > WISHLIST,6,1,No problems,0,ok
74,interactive,41,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",36.0,BEGIN-3 > HOME : [cart-icon] > CART : [star-icon] > WISHLIST,1,7,I had no idea where to click to start a return,0,lost
75,interactive,43,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,35.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,7,7,,1,
76,interactive,43,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,69.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [cart-icon] > CART > CART : [Login] > LOGIN > HOME > CART > WISHLIST > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > WISHLIST > CART > BILLING > PAYMENT > SUMMARY > THANKS,6,6,,1,
77,interactive,43,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",37.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,6,6,,1,
78,interactive,44,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,53.0,BEGIN-1 > HOME : [OUR DISCOUNTS.] > SALES : [SEARCH] > SEARCH-POPUP : [ITEM] > TSHIRT-PLACEHOLDER > SALES > TSHIRT-PLACEHOLDER > TSHIRTS > ACCESSORIES > SHOES > TSHIRT-PLACEHOLDER,7,1,none - although not all the links worked. I wanted to read about shipping as I always check that!,0,shipping-info-unavailable
79,interactive,44,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,83.0,BEGIN-2 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [ Action outside hotspots ] > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [Overview] > PROFILE/OVERVIEW > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > WISHLIST > HOODIES > TSHIRTS > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS,2,4,"It took ages to find the wishlist. Then it was empty. And I couldn't even add a black tshirt to it anyway - so I couldn't do the ""purchase"" :-( ",0,"wishlist-hard-to-find, wishlist-empty"
80,interactive,44,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",55.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,5,3,"It was annoying having to go find my order, copy the ID and then go back to the return screen and paste it.  Would be easier to just initiate a return directly from the ""orders"" screen surely!",1,"order-copy, return-from-orders"
84,interactive,53,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,47.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT > TSHIRT,5,2,,1,
85,interactive,53,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,24.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT,6,4,,0,
86,interactive,53,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",51.0,BEGIN-3 > HOME : [Sign up] > REGISTER : [Login] > LOGIN : [Sign up] > REGISTER : [star-icon] > WISHLIST > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRTS > TSHIRT,2,6,the return policy button doesn't work,0,return-policy
87,interactive,54,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,53.0,BEGIN-1 > HOME > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,5,2,,1,
88,interactive,54,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,114.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT : [cart-icon] > CART > CART : [Login] > LOGIN : [Sign up] > REGISTER > HOME > WISHLIST > TSHIRTS > TSHIRTS > TSHIRT > CART > BILLING > PAYMENT > SUMMARY > PAYMENT > SUMMARY > THANKS,3,2,,1,
89,interactive,54,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",72.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [FAQ] > PROFILE/REFUNDS : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,2,5,,1,
90,interactive,55,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,53.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,5,2,,1,
91,interactive,55,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,70.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT : [cart-icon] > CART > CART > CART,4,5,,0,
92,interactive,55,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",50.0,BEGIN-3 > HOME,2,7,,0,
93,interactive,56,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,43.0,BEGIN-1 > HOME > TSHIRT-PLACEHOLDER > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,5,3,"There was a slight issue, I'd selected black as my preference in the filter bar, but then had to select black again before adding it to my favourites.",1,black-double-selection
94,interactive,56,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,117.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT : [cart-icon] > CART > CART : [Sign up] > REGISTER > HOME > CART > WISHLIST > SEARCH-POPUP : [ITEM] > TSHIRT-PLACEHOLDER > SEARCH-POPUP : [ Action outside hotspots ] > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRTS > TSHIRT > CART > BILLING > BILLING > PAYMENT > SUMMARY > THANKS,3,5,"You needed to register to purchase, and after registering my Wishlist was empty. Also, clicking the shopping cart image in the wish list didn't seem to be responding. It didn't take me to a checkout page.",1,"sign-up-need, cart-removed, wishlist-cart-icon-not-working"
95,interactive,56,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",54.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > CART > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [FAQ] > PROFILE/REFUNDS : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,4,4,"It was easy enough to send the return, but it was more complicated than it needed to be. There should be an option from the order directly to request a return rather than having to copy and paste the order number between pages.",1,"order-copy, return-from-orders"
99,interactive,63,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,113.0,BEGIN-1 > HOME > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,6,2,"The ""Buy"" bottom was very small, i couldn't find it easily. I didn't know if I could complete the task without seeing a confirmation of ""item bought""",1,"small-buy-button, buy-no-confirmation"
100,interactive,63,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,118.0,BEGIN-2 > HOME > TSHIRTS > TSHIRT : [cart-icon] > CART > CART > CART : [Login] > LOGIN > HOME > CART > TSHIRTS > TSHIRT > CART > BILLING > PAYMENT > SUMMARY > THANKS,5,6,There wasn't any sign that the item was in a shopping basket. I thought it would take me to check out directly. It took me a while to understand well the process. ,1,add-to-cart-confirmation
101,interactive,63,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",106.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [FAQ] > PROFILE/REFUNDS : [ Action outside hotspots ] > PROFILE/REFUNDS : [Previous purchases] > PROFILE/PURCHASES : [Overview] > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [Support] > PROFILE/SUPPORT : [FAQ] > PROFILE/FAQ : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [ Action outside hotspots ] > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [Support] > PROFILE/SUPPORT : [FAQ] > PROFILE/FAQ : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/REFUNDS : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,4,7,"This is not a normal returns page. Usually, when you see your order in your profile, you have a direct button to return. It was quite difficult and some trial-error to understand how to do this. Too complicated from a client. ",1,return-from-orders
102,interactive,67,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,67.0,BEGIN-1 > HOME > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,7,2,,1,
103,interactive,67,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,130.0,BEGIN-2 > HOME > TSHIRTS > TSHIRT : [cart-icon] > CART > CART > CART > CART : [Sign up] > REGISTER > HOME > TSHIRTS > TSHIRT > WISHLIST > TSHIRTS > TSHIRT > TSHIRT > WISHLIST > CART > BILLING > PAYMENT > SUMMARY > THANKS,6,2,,1,
104,interactive,67,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",58.0,BEGIN-3 > HOME : [cart-icon] > CART : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT : [ Action outside hotspots ] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT,5,3,,1,
105,interactive,68,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,51.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,7,3,"None, I could not add my size onto the wishlist",1,sizes-not-working
106,interactive,68,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,91.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT : [cart-icon] > CART > CART > CART : [Sign up] > REGISTER > HOME > CART > WISHLIST > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > CART > WISHLIST > CART > BILLING > PAYMENT > SUMMARY > THANKS,2,3,I had to create an account which I was informed about prior. Once I created an account I had to resave my item.,1,"sign-up-need, cart-removed"
107,interactive,68,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",46.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/REFUNDS : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,5,4,No issues encountered,1,ok
108,interactive,70,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,64.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT > TSHIRT,4,3,,1,
109,interactive,70,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,88.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [cart-icon] > CART > CART : [Login] > LOGIN > HOME > CART > WISHLIST > SEARCH-POPUP : [ITEM] > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > CART > BILLING > PAYMENT > SUMMARY > THANKS,4,3,"annoying that you had to login to checkout and when logging in, this cleared wishlist/basket so you had to redo everything again",1,items-didnt-persist
110,interactive,70,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",76.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [FAQ] > PROFILE/RETURS : [FAQ] > PROFILE/REFUNDS : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,4,3,,1,
111,interactive,75,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,53.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,6,1,,1,
112,interactive,75,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,69.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [cart-icon] > CART > CART : [Sign up] > REGISTER > HOME > CART > WISHLIST > TSHIRTS > TSHIRTS > TSHIRT > CART > BILLING > PAYMENT > SUMMARY > THANKS,6,2,,1,
113,interactive,75,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",42.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,7,1,,1,
114,interactive,77,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,145.0,BEGIN-1 > HOME : [SEARCH] > SEARCH-POPUP > SEARCH : [SEARCH] > SEARCH-POPUP : [ITEM] > TSHIRT-PLACEHOLDER : [SEARCH] > SEARCH-POPUP > SEARCH > TSHIRT-PLACEHOLDER : [SEARCH] > SEARCH-POPUP > SEARCH > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT > TSHIRT,3,6,The search results did not reflect what I was looking. There was not filter for the price. Why? Just filter for size and color.,1,"wrong-search-results, no-price-fiter"
115,interactive,77,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,218.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT : [cart-icon] > CART > CART : [Login] > LOGIN > HOME : [BANNER_IMAGE] > SALES-2 > CART > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > SEARCH-POPUP > SEARCH > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > SEARCH-POPUP : [ Action outside hotspots ] > TSHIRT-PLACEHOLDER : [ Action outside hotspots ] > TSHIRTS > SEARCH : [ Action outside hotspots ] > TSHIRTS > TSHIRT-PLACEHOLDER : [ Action outside hotspots ] > TSHIRTS > CART : [ Action outside hotspots ] > SALES-2 : [ Action outside hotspots ] > HOME > TSHIRT-PLACEHOLDER : [ Action outside hotspots ] > HOME > LOGIN : [ Action outside hotspots ] > CART : [ Action outside hotspots ] > TSHIRT > CART > BILLING > BILLING > BILLING > PAYMENT > SUMMARY > THANKS,2,7,"The process was very awkward. After the log in why you did not presented the items in the wish list. And why a star instead of the regular heart symbol. The process was very difficult. Why you have a small ""buy"" symbol underneath the t-shirt instead of button saying add to the basket? ",1,"heart-not-star, cart-removed, small-buy-button-instead-of-add"
116,interactive,77,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",75.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,5,2,It was easy process. The navigation was where I would expect to be.,1,ok
117,interactive,78,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,62.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,6,2,,1,
118,interactive,78,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,110.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT : [cart-icon] > CART > CART : [Login] > LOGIN > HOME > CART > WISHLIST > TSHIRTS > TSHIRTS > TSHIRT > CART > BILLING > PAYMENT > SUMMARY > THANKS,3,5,,1,
119,interactive,78,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",114.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,3,6,,1,
123,interactive,82,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,48.0,BEGIN-1 > HOME > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > TSHIRT,5,5,I didn't know that the star was add to wishlist,1,star-unclear
124,interactive,82,2,Purchase the cheapest plain black T-shirt that you previously added to your wishlist.,116.0,BEGIN-2 > HOME : [star-icon] > WISHLIST : [Pexels Photo by Anna Nekrashevich] > TSHIRT > TSHIRT : [star-icon] > WISHLIST : [cart-icon] > CART > CART : [Login] > LOGIN > HOME > CART > WISHLIST > TSHIRTS > TSHIRTS > TSHIRT > TSHIRT > CART > WISHLIST > CART > BILLING > PAYMENT > SUMMARY > THANKS,4,5,,1,
125,interactive,82,3,"You’ve received the package with the T-shirt you had ordered. While you have not opened the packaging yet, you’ve decided you would like to send it back. Request this via the store site.",53.0,BEGIN-3 > HOME : [Login] > LOGIN > HOME > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ITEM] > TSHIRT > PROFILE/OVERVIEW : [Previous purchases] > PROFILE/PURCHASES : [ Action outside hotspots ] > PROFILE/PURCHASES : [FAQ] > PROFILE/REFUNDS : [FAQ] > PROFILE/RETURS > POPUP-COMPLAINT > PROFILE/RETURS,7,7,,1,
129,interactive,87,1,You’re browsing for an inexpensive T-shirt that you could come back to buy later. Choose the cheapest plain black T-shirt that you can find in the store and add it to your wish list.,132.0,BEGIN-1 > HOME > TSHIRTS : [BANNER_IMAGE] > SALES > TSHIRT-PLACEHOLDER > SALES > TSHIRT-PLACEHOLDER > SALES > TSHIRTS > TSHIRT-PLACEHOLDER > TSHIRTS > TSHIRT : [BANNER_IMAGE] > SALES-2 : [ Action outside hotspots ] > TSHIRT > TSHIRT > TSHIRT,2,5,The page was running very slow which made it hard to see which were clickable links or if I had explored all options.  The 404 pages of the incorrect stock also didn't make it clear that there was a cheaper option for the task,1,"slow, 404-unclear"
